,Faculty,Course,A,A-,B,B-,C,C-,D,W,F,Popularity_score,Difficulty_score,Difficulty_Level
819,"Боловсрол, сэтгэл судлалын тэнхим",Сэтгэц оношилгоо,4.833333333333333,11.666666666666666,13.333333333333334,8.5,5.0,4.666666666666667,2.5,2.8333333333333335,0.5,53.833333333333336,3.6515625,1
820,"Боловсрол, сэтгэл судлалын тэнхим",Сэтгэц физиологи,32.0,24.166666666666668,13.0,15.166666666666666,7.166666666666667,2.8333333333333335,2.3333333333333335,4.666666666666667,1.6666666666666667,103.0,4.079769736842105,1
821,"Боловсрол, сэтгэл судлалын тэнхим",Туршилтын сэтгэл судлал I,26.75,12.75,17.25,7.75,3.0,0.5,0.75,1.0,0.0,69.75,4.301075268817204,0
822,"Боловсрол, сэтгэл судлалын тэнхим",Туршилтын сэтгэл судлал I*,20.0,13.0,7.0,3.0,0.5,0.5,2.0,0.0,1.5,47.5,4.461956521739131,0
823,"Боловсрол, сэтгэл судлалын тэнхим",Туршилтын сэтгэл судлал II,17.5,6.5,3.5,1.0,4.0,0.5,0.5,1.5,0.0,35.0,4.285714285714286,0
824,"Боловсрол, сэтгэл судлалын тэнхим",Туршилтын сэтгэл судлал II*,8.5,16.0,5.0,4.0,1.5,2.0,2.0,0.5,0.5,40.0,4.1265822784810124,1
825,"Боловсрол, сэтгэл судлалын тэнхим",Түүхэн сэтгэл судлал,1.6666666666666667,1.3333333333333333,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,7.666666666666667,3.7826086956521747,1
826,"Боловсрол, сэтгэл судлалын тэнхим",Угсаатны сэтгэл судлал,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0
827,"Боловсрол, сэтгэл судлалын тэнхим",Удирдлагын сэтгэл судлал,2.0,3.0,3.0,6.0,2.0,1.0,0.0,0.0,1.0,18.0,3.8823529411764706,1
828,"Боловсрол, сэтгэл судлалын тэнхим",Удирдлагын сэтгэл судлал I,1.75,2.5,3.75,3.25,1.5,0.0,0.0,1.5,0.0,14.25,3.675438596491228,1
829,"Боловсрол, сэтгэл судлалын тэнхим",Удирдлагын сэтгэл судлал II,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
830,"Боловсрол, сэтгэл судлалын тэнхим",Улс төрийн сэтгэл судлал,5.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,4.357142857142857,0
831,"Боловсрол, сэтгэл судлалын тэнхим",Улс төрийн сэтгэл судлал*,2.0,9.0,5.5,2.0,0.0,1.0,1.5,0.5,0.5,22.0,4.0,1
832,"Боловсрол, сэтгэл судлалын тэнхим",Харилцааны сэтгэл судлал,23.0,16.833333333333332,9.666666666666666,13.0,0.3333333333333333,1.8333333333333333,0.5,3.1666666666666665,1.1666666666666667,69.5,4.182926829268292,1
833,"Боловсрол, сэтгэл судлалын тэнхим",Харьцуулсан боловсрол судлал,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
834,"Боловсрол, сэтгэл судлалын тэнхим",Харьцуулсан боловсрол судлал*,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.8,0
835,"Боловсрол, сэтгэл судлалын тэнхим",Хичээлийн менежмент,18.5,6.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,27.5,4.618181818181818,0
836,"Боловсрол, сэтгэл судлалын тэнхим",Хуулийн сэтгэл судлал,4.666666666666667,0.6666666666666666,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,4.545454545454545,0
837,"Боловсрол, сэтгэл судлалын тэнхим",Хуулийн сэтгэл судлал I,12.25,2.25,0.0,2.0,0.0,0.0,0.0,0.75,0.0,17.25,4.586956521739131,0
838,"Боловсрол, сэтгэл судлалын тэнхим",Хуулийн сэтгэл судлал II,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,4.125,1
839,"Боловсрол, сэтгэл судлалын тэнхим",Хүний нөөцийн сэтгэл судлал,3.0,1.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,5.5,4.454545454545454,0
840,"Боловсрол, сэтгэл судлалын тэнхим",Хүүхдийн сэтгэл судлал,2.3333333333333335,1.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,4.666666666666667,4.392857142857143,0
841,"Боловсрол, сэтгэл судлалын тэнхим",Хүүхэд судлах арга зүй,7.6,3.8,4.6,5.0,2.4,2.2,0.6,5.6,2.6,34.4,3.556603773584906,1
842,"Боловсрол, сэтгэл судлалын тэнхим",Хөгжлийн бэрхшээлтэй хүний сэтгэл судлал,6.666666666666667,3.5,4.333333333333333,3.1666666666666665,0.0,0.0,0.0,1.0,0.16666666666666666,18.833333333333332,4.214285714285714,1
843,"Боловсрол, сэтгэл судлалын тэнхим",Хөгжлийн сэтгэл судлал,8.75,8.5,9.0,9.0,1.25,2.25,1.25,2.0,1.0,43.0,3.9136904761904763,1
844,"Боловсрол, сэтгэл судлалын тэнхим",Хөгжлийн сэтгэл судлал I,26.5,29.5,6.0,7.5,1.5,1.0,0.5,3.0,0.0,75.5,4.324503311258278,0
845,"Боловсрол, сэтгэл судлалын тэнхим",Хөгжлийн сэтгэл судлал II,0.5,6.25,5.5,1.25,0.75,0.0,0.0,1.0,0.0,15.25,3.9508196721311477,1
846,"Боловсрол, сэтгэл судлалын тэнхим",Шашны сэтгэл судлал,1.0,4.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,13.0,3.8076923076923075,1
847,"Боловсрол, сэтгэл судлалын тэнхим",Шашны сэтгэл судлал I,8.0,4.0,3.0,3.0,0.0,0.0,3.0,1.0,0.0,22.0,3.977272727272727,1
848,"Боловсрол, сэтгэл судлалын тэнхим",Шашны сэтгэл судлал II,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0
849,"Боловсрол, сэтгэл судлалын тэнхим",Шашны сэтгэл судлал*,1.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,4.45,0
850,"Боловсрол, сэтгэл судлалын тэнхим",Шүүхийн шийдвэр гүйцэтгэх байгууллагат алба хаах эрх зүйн үндэс,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.833333333333333,0
851,"Боловсрол, сэтгэл судлалын тэнхим",Эдийн засгийн сэтгэл судлал,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.5,0
852,"Боловсрол, сэтгэл судлалын тэнхим",Экологийн сэтгэл судлал,3.6666666666666665,2.6666666666666665,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,9.0,4.48,0
853,"Боловсрол, сэтгэл судлалын тэнхим",Эрүүл мэндийн сэтгэл судлал (Ерөнхий суурь),58.4,34.7,8.8,8.3,1.2,1.0,0.9,10.4,1.7,125.4,4.303961196443007,0
854,Гадаад хэлний сургалтын төв,Академик англи хэл - 2 (Дунд),99.25,198.0,142.75,149.25,52.75,51.5,48.0,88.5,71.0,901.0,3.6423192771084336,1
855,Гадаад хэлний сургалтын төв,Академик англи хэл - 3 (Ахисан дунд),179.75,255.25,178.0,187.0,66.75,66.25,67.0,109.75,55.25,1165.0,3.6753773372381167,1
856,Гадаад хэлний сургалтын төв,Академик англи хэл -1 (Анхан дунд),38.5,120.0,108.5,147.5,50.5,56.5,51.75,65.75,45.0,684.0,3.4268388106416277,1
857,Гадаад хэлний сургалтын төв,Академик англи хэл 1 (Анхан дунд),17.833333333333332,48.0,53.166666666666664,26.666666666666668,24.666666666666668,13.666666666666666,19.166666666666668,65.5,12.666666666666666,281.3333333333333,3.111042183622829,2
858,Гадаад хэлний сургалтын төв,Академик англи хэл 2 (Дунд),43.5,84.16666666666667,85.33333333333333,59.666666666666664,52.0,29.333333333333332,25.833333333333332,92.16666666666667,10.0,482.0,3.2406426553672314,2
859,Гадаад хэлний сургалтын төв,Академик англи хэл 3 (Ахисан дунд),149.16666666666666,195.16666666666666,155.5,102.5,87.66666666666667,56.666666666666664,63.0,171.5,36.666666666666664,1017.8333333333334,3.407847800237812,1
860,Гадаад хэлний сургалтын төв,Академик англи хэл 4 (Ахисан),20.666666666666668,14.333333333333334,8.5,5.833333333333333,3.0,1.8333333333333333,4.666666666666667,16.333333333333332,4.0,79.16666666666667,3.5321507760532147,1
861,Гадаад хэлний сургалтын төв,Академик англи хэл 5,19.5,12.0,2.0,1.0,0.5,0.0,0.5,5.0,0.0,40.5,4.209876543209877,1
862,Гадаад хэлний сургалтын төв,Академик англи хэл-Бичих дадал-I (Анхан дунд),5.333333333333333,7.666666666666667,8.0,8.0,4.333333333333333,6.333333333333333,4.666666666666667,21.666666666666668,13.0,79.0,2.9393939393939394,2
863,Гадаад хэлний сургалтын төв,Академик англи хэл-Унших дадал-I (Анхан дунд),3.6666666666666665,8.333333333333334,6.666666666666667,7.666666666666667,3.6666666666666665,4.666666666666667,4.666666666666667,10.0,18.0,67.33333333333333,3.4324324324324325,1
864,Гадаад хэлний сургалтын төв,Академик англи хэл-Харилцах дадал-I (Анхан дунд),4.666666666666667,10.666666666666666,6.333333333333333,8.333333333333334,2.0,3.6666666666666665,6.0,18.666666666666668,14.666666666666666,75.0,3.0883977900552484,2
865,Гадаад хэлний сургалтын төв,Академик англи хэл: Бичих дадал II (дунд),2.0,2.6666666666666665,5.0,6.666666666666667,5.0,0.6666666666666666,1.3333333333333333,3.0,6.666666666666667,33.0,3.582278481012659,1
866,Гадаад хэлний сургалтын төв,Академик англи хэл: Бичих дадал-II (дунд),6.0,11.25,3.5,4.5,3.0,3.5,1.75,13.0,3.5,50.0,3.185483870967742,2
867,Гадаад хэлний сургалтын төв,Академик англи хэл: Бичих дадал-III (ахисан дунд),16.142857142857142,16.857142857142858,12.142857142857142,19.571428571428573,8.857142857142858,5.0,11.285714285714286,21.571428571428573,9.571428571428571,121.0,3.2884615384615374,2
868,Гадаад хэлний сургалтын төв,Академик англи хэл: Унших дадал II (дунд),0.0,5.333333333333333,3.0,1.3333333333333333,2.0,0.6666666666666666,2.0,8.0,10.0,32.333333333333336,3.1492537313432836,2
869,Гадаад хэлний сургалтын төв,Академик англи хэл: Унших дадал III (ахисан дунд),3.0,5.333333333333333,3.0,6.0,3.0,1.3333333333333333,4.0,6.0,6.0,37.666666666666664,3.294736842105263,2
870,Гадаад хэлний сургалтын төв,Академик англи хэл: Унших дадал-II (дунд),1.0,9.0,5.0,5.333333333333333,3.6666666666666665,2.6666666666666665,4.333333333333333,9.666666666666666,4.0,44.666666666666664,3.0532786885245904,2
871,Гадаад хэлний сургалтын төв,Академик англи хэл: Унших дадал-III (ахисан дунд),16.5,29.0,18.0,27.25,13.25,13.75,7.5,23.5,10.75,159.5,3.3865546218487395,1
872,Гадаад хэлний сургалтын төв,Академик англи хэл: Харилцах дадал II (дунд),0.0,4.0,2.0,2.6666666666666665,4.0,4.0,4.0,7.0,2.6666666666666665,30.333333333333332,2.7108433734939763,2
873,Гадаад хэлний сургалтын төв,Академик англи хэл: Харилцах дадал-II (дунд),12.0,12.333333333333334,8.666666666666666,7.333333333333333,4.333333333333333,4.0,4.0,11.666666666666666,9.0,73.33333333333333,3.5362694300518127,1
874,Гадаад хэлний сургалтын төв,Академик англи хэл: Харилцах дадал-III (ахисан дунд),16.571428571428573,13.0,13.0,15.142857142857142,9.0,8.571428571428571,12.0,12.857142857142858,12.142857142857142,112.28571428571429,3.432952924393724,1
875,Гадаад хэлний сургалтын төв,Англи хэл 2 (Анхан дунд)  ,28.0,47.0,35.0,11.0,20.0,9.0,2.0,2.0,0.0,154.0,4.016233766233766,1
876,Гадаад хэлний сургалтын төв,Англи хэл 3 (Дунд)  ,55.0,33.0,21.0,16.0,17.0,8.0,33.0,1.0,0.0,184.0,3.8125,1
877,Гадаад хэлний сургалтын төв,Англи хэл 4 (Ахисан дунд) ,50.0,46.0,36.0,7.0,17.0,4.0,8.0,8.0,0.0,176.0,4.036931818181818,1
878,Гадаад хэлний сургалтын төв,Англи хэл 5 (Ахисан дунд дээд),77.0,28.0,56.0,2.0,12.0,7.0,9.0,2.0,0.0,193.0,4.225388601036269,1
879,Гадаад хэлний сургалтын төв,"Англи хэл 6 (IELTS, Академик бичих чадвар) ",110.0,20.0,54.0,1.0,9.0,0.0,13.0,1.0,0.0,208.0,4.391826923076923,0
880,Гадаад хэлний сургалтын төв,Англи хэл: Бичих дадал (анхан),14.0,12.0,2.0,9.0,0.0,4.0,12.0,1.0,1.0,55.0,3.6944444444444446,1
881,Гадаад хэлний сургалтын төв,Англи хэл: Харилцах дадал(анхан),4.0,8.0,2.0,6.5,0.5,4.0,4.0,4.5,8.0,41.5,3.544776119402985,1
882,Гадаад хэлний сургалтын төв,Дипломат орчуулга 1,18.25,20.375,15.75,6.75,1.875,2.5,2.125,5.375,2.125,75.125,4.016267123287672,1
883,Гадаад хэлний сургалтын төв,Дипломат орчуулга 2,8.222222222222221,12.777777777777779,10.666666666666666,5.666666666666667,2.0,2.888888888888889,1.1111111111111112,4.555555555555555,0.7777777777777778,48.666666666666664,3.798143851508121,1
884,Гадаад хэлний сургалтын төв,Дипломат орчуулга 3,16.857142857142858,21.714285714285715,9.857142857142858,10.428571428571429,3.142857142857143,1.4285714285714286,5.428571428571429,4.142857142857143,0.2857142857142857,73.28571428571429,3.920743639921722,1
885,Гадаад хэлний сургалтын төв,Ерөнхий Англи хэл (Анхан),19.25,33.0,22.5,18.25,7.5,7.5,4.75,5.0,16.5,134.25,3.9989384288747347,1
886,Гадаад хэлний сургалтын төв,Ерөнхий англи хэл: Унших дадал,7.25,6.75,5.5,2.25,0.5,0.0,0.75,1.5,4.75,29.25,4.316326530612245,0
887,Гадаад хэлний тэнхим,Алтай хэлшинжлэл,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2
888,Гадаад хэлний тэнхим,Англи хэлний албан бичгийн боловсруулалт,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,1
889,Гадаад хэлний тэнхим,Анхан шатны хятад хэлний унших бичих дадал I,2.0,2.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,12.0,3.4545454545454546,1
890,Гадаад хэлний тэнхим,Анхан шатны хятад хэлний унших бичих дадал II,1.0,1.0,1.0,5.0,0.0,0.0,3.0,0.0,1.0,12.0,3.4545454545454546,1
891,Гадаад хэлний тэнхим,Анхан шатны хятад хэлний ярих сонсох дадал,1.25,0.25,0.0,1.25,0.0,0.5,0.75,0.0,0.25,4.25,3.6875,1
892,Гадаад хэлний тэнхим,Биеийн тамир-1,4.4,1.8,0.8,0.4,0.0,0.0,0.2,0.0,0.6,8.2,4.697368421052632,0
893,Гадаад хэлний тэнхим,Биеийн тамир-2,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,7.0,4.75,0
894,Гадаад хэлний тэнхим,Гадаад хэл I,5.0,6.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,19.0,4.083333333333333,1
895,Гадаад хэлний тэнхим,Гамшгаас хамгаалах менежментийн үндэс,45.0,14.75,22.0,17.75,2.25,0.25,0.0,0.25,2.5,104.75,4.416870415647922,0
896,Гадаад хэлний тэнхим,Гамшигаас хамгаалах менежмент-1,6.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,13.0,4.269230769230769,0
897,Гадаад хэлний тэнхим,Дунд шатны орос хэлний унших бичих дадал,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.666666666666667,0
898,Гадаад хэлний тэнхим,Дунд шатны орос хэлний хэлзүй,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.666666666666667,0
899,Гадаад хэлний тэнхим,Дунд шатны орос хэлний ярих сонсох дадал,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.5,0
900,Гадаад хэлний тэнхим,"Дунд шатны хятад хэлний унших, бичих дадал I",1.0,1.0,0.0,2.0,3.0,1.0,3.0,0.0,0.0,11.0,3.090909090909091,2
901,Гадаад хэлний тэнхим,"Дунд шатны хятад хэлний ярих, сонсох дадал 2",4.5,0.5,0.0,0.5,1.5,0.75,0.0,0.0,0.5,8.25,4.306451612903226,0
902,Гадаад хэлний тэнхим,Дэлхийн соёл иргэншил,14.5,7.0,5.0,3.5,6.0,9.0,7.0,3.5,2.5,58.0,3.545045045045045,1
903,Гадаад хэлний тэнхим,"Дэлхийн соёл иргэншил, түүх",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
904,Гадаад хэлний тэнхим,Дээд шатны хятад хэлний сонсох дадал,1.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,13.0,3.423076923076923,1
905,Гадаад хэлний тэнхим,"Дээд шатны хятад хэлний унших, бичих дадал",6.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,14.0,3.5714285714285716,1
906,Гадаад хэлний тэнхим,Дээд шатны хятад хэлний хэлний бичгийн хэл,2.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,10.0,3.55,1
907,Гадаад хэлний тэнхим,Дээд шатны хятад хэлний ярианы хэл,2.0,4.0,0.0,1.0,0.0,3.0,4.0,0.0,0.0,14.0,3.357142857142857,2
