,Faculty,Course,A,A-,B,B-,C,C-,D,W,F,Popularity_score,Difficulty_score,Difficulty_Level
1620,"Их Британи, Америк судлалын тэнхим",Англи хэлний техникийн орчуулга ,1.75,3.5,2.0,4.5,1.25,1.5,2.5,1.0,0.25,18.25,3.4444444444444446,1
1621,"Их Британи, Америк судлалын тэнхим",Англи хэлний түүх*,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1622,"Их Британи, Америк судлалын тэнхим",Англи хэлний унших бичих дадал I,29.0,16.0,10.0,6.25,9.0,4.75,9.5,11.0,2.75,98.25,3.670157068062827,1
1623,"Их Британи, Америк судлалын тэнхим",Англи хэлний унших бичих дадал II,13.5,11.333333333333334,14.5,14.166666666666666,5.666666666666667,5.5,7.666666666666667,3.5,2.6666666666666665,78.5,3.67032967032967,1
1624,"Их Британи, Америк судлалын тэнхим",Англи хэлний уул уурхайн орчуулга,1.6666666666666667,3.6666666666666665,3.3333333333333335,3.0,2.8333333333333335,1.1666666666666667,1.6666666666666667,0.5,1.0,18.833333333333332,3.640186915887851,1
1625,"Их Британи, Америк судлалын тэнхим",Англи хэлний хэлзүй*,4.5,5.75,5.75,16.0,5.75,5.0,7.75,8.75,4.75,64.0,3.1413502109704643,2
1626,"Их Британи, Америк судлалын тэнхим",Англи хэлний хэлмэрчлэхүй 1,6.666666666666667,2.3333333333333335,1.0,4.666666666666667,2.0,1.3333333333333333,4.0,5.0,1.0,28.0,3.240740740740741,2
1627,"Их Британи, Америк судлалын тэнхим",Англи хэлний хэлмэрчлэхүй I,1.5,1.0,1.0,2.0,2.0,1.5,1.5,6.5,0.0,17.0,2.485294117647059,2
1628,"Их Британи, Америк судлалын тэнхим",Англи хэлний хэлмэрчлэхүй II,7.0,8.833333333333334,7.0,9.666666666666666,4.166666666666667,2.6666666666666665,3.5,1.5,0.6666666666666666,45.0,3.7199248120300745,1
1629,"Их Британи, Америк судлалын тэнхим",Англи хэлний хэлмэрчлэхүй III,12.25,4.5,4.0,1.75,1.75,0.75,1.25,1.0,0.5,27.75,4.2110091743119265,1
1630,"Их Британи, Америк судлалын тэнхим","Англи хэлний эрхзүй, албан бичгийн орчуулга",3.25,4.75,2.5,1.25,1.0,2.0,1.75,2.0,1.5,20.0,3.6216216216216215,1
1631,"Их Британи, Америк судлалын тэнхим",Англи хэлний эх судлал,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1632,"Их Британи, Америк судлалын тэнхим","Англи хэлний ярих, сонсох дадал 1",25.0,22.0,10.0,21.0,6.5,5.0,10.0,16.5,7.0,123.0,3.560344827586207,1
1633,"Их Британи, Америк судлалын тэнхим","Англи хэлний ярих, сонсох дадал IV ",1.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,7.0,3.142857142857143,2
1634,"Их Британи, Америк судлалын тэнхим",Англи хэлний үгийн сан судлал,0.75,3.25,3.0,1.0,2.0,3.25,4.0,4.25,2.75,24.25,2.9302325581395348,2
1635,"Их Британи, Америк судлалын тэнхим",Англи хэлний үндэс 1,15.0,14.5,12.5,25.5,13.5,18.0,13.5,7.0,8.0,127.5,3.405857740585774,1
1636,"Их Британи, Америк судлалын тэнхим",Англи хэлний үндэс IV,5.5,11.25,6.0,6.5,4.0,3.25,3.25,7.0,1.75,48.5,3.427807486631016,1
1637,"Их Британи, Америк судлалын тэнхим",Англи хэлний үндэс V,0.5,1.75,21.25,2.75,0.5,0.0,0.0,0.5,0.0,27.25,3.926605504587156,1
1638,"Их Британи, Америк судлалын тэнхим",Англи хэлний өгүүлбэр зүй,4.5,7.75,6.5,8.0,8.0,6.5,11.75,13.25,3.0,69.25,2.888679245283019,2
1639,"Их Британи, Америк судлалын тэнхим",Ахисан түвшний англи хэл,0.75,1.25,0.75,0.5,0.25,0.0,0.0,0.0,0.0,3.5,4.25,0
1640,"Их Британи, Америк судлалын тэнхим",Ахисан түвшний бичих дадал (Ерөнхий суурь),3.857142857142857,2.7142857142857144,2.857142857142857,1.4285714285714286,1.4285714285714286,2.5714285714285716,0.7142857142857143,1.1428571428571428,2.857142857142857,19.571428571428573,3.833333333333334,1
1641,"Их Британи, Америк судлалын тэнхим",Ахисан түвшний яриа (Ерөнхий суурь),7.428571428571429,2.857142857142857,1.8571428571428572,1.2857142857142858,0.0,0.8571428571428571,1.2857142857142858,2.5714285714285716,0.42857142857142855,18.571428571428573,3.8385826771653533,1
1642,"Их Британи, Америк судлалын тэнхим",Британи судлал,5.166666666666667,6.833333333333333,3.1666666666666665,2.0,1.0,0.8333333333333334,1.0,6.333333333333333,1.3333333333333333,27.666666666666668,3.4556962025316458,1
1643,"Их Британи, Америк судлалын тэнхим",Британий нийгэм соёл,1.1666666666666667,4.833333333333333,1.6666666666666667,2.6666666666666665,0.8333333333333334,0.16666666666666666,0.6666666666666666,0.3333333333333333,1.0,13.333333333333334,3.986486486486486,1
1644,"Их Британи, Америк судлалын тэнхим",Британий улс төр ба гадаад харилцаа,1.5,4.0,1.5,2.5,0.5,0.25,0.0,0.25,0.25,10.75,4.083333333333333,1
1645,"Их Британи, Америк судлалын тэнхим",Британий уран зохиол,1.75,2.5,1.0,1.0,0.25,0.0,1.0,1.0,0.5,9.0,3.735294117647059,1
1646,"Их Британи, Америк судлалын тэнхим",Британий эдийн засгийн газарзүй,3.0,1.75,2.75,0.5,0.75,0.25,0.5,1.5,1.0,12.0,3.8181818181818183,1
1647,"Их Британи, Америк судлалын тэнхим",Британийн түүх,1.0,8.5,2.5,1.75,1.0,0.25,0.5,0.75,0.25,16.5,4.0,1
1648,"Их Британи, Америк судлалын тэнхим",Гадаад хэл сургалтын арга технологи,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,5.0,0
1649,"Их Британи, Америк судлалын тэнхим","Гадаад хэл сургах, сурах онол, арга зүй",3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.85,0
1650,"Их Британи, Америк судлалын тэнхим","Гадаад хэл сургах, сурах онол, арга зүй*",3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,4.142857142857143,1
1651,"Их Британи, Америк судлалын тэнхим","Гадаад хэлний бодлого, стандарт",0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,4.5,0
1652,"Их Британи, Америк судлалын тэнхим","Гадаад хэлний сургалтын хэрэглэгдэхүүн боловсруулах онол, аргазүй",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.5,2
1653,"Их Британи, Америк судлалын тэнхим",Гадаад хэлний сургалтын үнэлгээ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1654,"Их Британи, Америк судлалын тэнхим",Хэлэхүйн чадваруудыг эзэмшүүлэх арга зүй,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1655,"Их Британи, Америк судлалын тэнхим",Хятад хэл заах аргазүй,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
1656,"Их Британи, Америк судлалын тэнхим",Хөмрөг хэл шинжлэл,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1657,"Их Британи, Америк судлалын тэнхим",Үгийн сан судлал*,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,0
1658,Маркетинг худалдааны тэнхим,Аялал жуулчлалын маркетинг,2.0,9.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,17.0,4.205882352941177,1
1659,Маркетинг худалдааны тэнхим,"Барааны ангилал, гаалийн тариф",1.5,2.375,2.25,0.875,0.625,0.375,0.75,0.75,0.75,10.25,3.7960526315789473,1
1660,Маркетинг худалдааны тэнхим,"Барааны чанар, экспертиз",1.0,2.8333333333333335,5.0,3.1666666666666665,1.3333333333333333,1.5,2.8333333333333335,1.6666666666666667,0.3333333333333333,19.666666666666668,3.3232758620689644,2
1661,Маркетинг худалдааны тэнхим,Борлуулалтын удирдлага,0.2,1.6,1.0,1.2,1.4,1.2,3.4,0.8,2.2,13.0,3.092592592592592,2
1662,Маркетинг худалдааны тэнхим,Бүс нутгийн интеграци ба чөлөөт бүс,0.6666666666666666,2.8333333333333335,3.0,2.5,1.0,0.0,0.8333333333333334,0.3333333333333333,0.6666666666666666,11.833333333333334,3.80597014925373,1
1663,Маркетинг худалдааны тэнхим,Бүтээгдэхүүний дизайн,4.666666666666667,13.0,9.666666666666666,1.3333333333333333,0.0,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,32.0,4.11578947368421,1
1664,Маркетинг худалдааны тэнхим,Бүтээгдэхүүний удирдлага,0.6666666666666666,1.8333333333333333,3.3333333333333335,4.5,0.5,1.5,0.16666666666666666,0.5,0.3333333333333333,13.333333333333334,3.621794871794872,1
1665,Маркетинг худалдааны тэнхим,"Гаалийн бүрдүүлэлт, бүрдүүлэлтийн дараахь шалгалт",5.5,3.25,1.0,0.5,0.5,0.25,0.0,0.0,0.0,11.0,4.545454545454546,0
1666,Маркетинг худалдааны тэнхим,Гаалийн менежмент: онол ба практик,2.5,5.0,0.5,2.0,0.0,0.0,0.0,0.0,1.5,11.5,4.55,0
1667,Маркетинг худалдааны тэнхим,Гаалийн тарифын систем,0.5,4.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,8.0,4.428571428571429,0
1668,Маркетинг худалдааны тэнхим,Гаалийн удирдлага,3.7142857142857144,1.4285714285714286,0.7142857142857143,0.2857142857142857,0.42857142857142855,0.0,0.14285714285714285,0.8571428571428571,0.0,7.571428571428571,4.132075471698113,1
1669,Маркетинг худалдааны тэнхим,Гаалийн удирдлага: онол ба практик,3.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,15.0,4.133333333333334,1
1670,Маркетинг худалдааны тэнхим,"Гаалийн үнэ, үнэлгээ, горим",0.8571428571428571,1.5714285714285714,0.7142857142857143,3.5714285714285716,0.8571428571428571,0.5714285714285714,0.42857142857142855,0.0,0.14285714285714285,8.714285714285714,3.6999999999999997,1
1671,Маркетинг худалдааны тэнхим,Гадаад зах зээлийн шинжилгээ,1.0,2.6,2.4,2.0,0.4,0.2,0.2,2.2,0.0,11.0,3.418181818181819,1
1672,Маркетинг худалдааны тэнхим,"Гадаад худалдаа, гаалийн эрсдлийн удирдлага",2.75,9.75,3.75,1.0,0.0,0.0,0.0,0.75,0.0,18.0,4.270833333333333,0
1673,Маркетинг худалдааны тэнхим,"Гадаад худалдаа, хөрөнгө оруулалтын удирдлага",1.0,9.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,11.0,4.484848484848484,0
1674,Маркетинг худалдааны тэнхим,Гадаадын шууд хөрөнгө оруулалт ба олон улсын корпорацийн стратеги,1.0,2.25,1.5,1.5,0.5,0.5,0.25,0.25,0.0,7.75,3.8548387096774195,1
1675,Маркетинг худалдааны тэнхим,Глобал жижиглэн худалдаа,1.75,5.25,1.5,2.25,0.0,0.25,0.0,0.25,1.0,12.25,4.277777777777778,0
1676,Маркетинг худалдааны тэнхим,Дизайн зохиомжийн үндэс,2.1666666666666665,5.666666666666667,4.5,1.1666666666666667,0.16666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,14.666666666666666,4.107954545454545,1
1677,Маркетинг худалдааны тэнхим,Дэлхийн зах зээл,1.3333333333333333,16.5,4.5,2.0,0.0,0.0,0.8333333333333334,1.3333333333333333,0.0,26.5,4.1100628930817615,1
1678,Маркетинг худалдааны тэнхим,Креатив реклам,2.3333333333333335,2.5,2.0,1.3333333333333333,1.0,0.5,1.3333333333333333,1.3333333333333333,1.5,13.833333333333334,3.675675675675675,1
1679,Маркетинг худалдааны тэнхим,Маркетингийн удирдлага*         ,0.0,0.0,1.25,1.0,0.0,0.0,0.0,0.0,0.0,2.25,3.7777777777777777,1
1680,Маркетинг худалдааны тэнхим,Мультимедиа реклам,7.166666666666667,4.166666666666667,1.5,0.3333333333333333,0.5,0.16666666666666666,0.5,1.1666666666666667,0.8333333333333334,16.333333333333332,4.301075268817204,0
1681,Маркетинг худалдааны тэнхим,"Олон улсын бизнес, маркетингийн стратеги",2.0,4.333333333333333,2.3333333333333335,3.0,0.5,0.16666666666666666,0.0,1.6666666666666667,0.0,14.0,3.779761904761905,1
1682,Маркетинг худалдааны тэнхим,Олон улсын тээвэрлэлт,0.2857142857142857,3.857142857142857,2.4285714285714284,2.2857142857142856,0.2857142857142857,0.5714285714285714,0.0,1.1428571428571428,0.2857142857142857,11.142857142857142,3.7039473684210527,1
1683,Маркетинг худалдааны тэнхим,Олон улсын худалдааны бодлого ба практик,1.1666666666666667,8.0,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.8333333333333334,0.0,11.166666666666666,4.201492537313433,1
1684,Маркетинг худалдааны тэнхим,Реклам сурталчилгааны дизайн,1.8333333333333333,6.0,5.0,3.8333333333333335,1.5,1.1666666666666667,0.5,2.6666666666666665,0.3333333333333333,22.833333333333332,3.6,1
1685,Маркетинг худалдааны тэнхим,Реклам сурталчилгааны менежмент,3.0,6.5,3.25,2.75,1.0,0.5,1.25,2.25,0.5,21.0,3.725609756097561,1
1686,Маркетинг худалдааны тэнхим,Стратегийн маркетинг,1.3333333333333333,4.333333333333333,1.5,1.3333333333333333,1.0,0.5,0.16666666666666666,0.16666666666666666,0.0,10.333333333333334,4.024193548387097,1
1687,Маркетинг худалдааны тэнхим,"Сурталчилгаа, урамшууллын төлөвлөлт ба стратеги",0.5,4.0,1.5,0.0,0.0,0.0,0.0,0.5,0.0,6.5,4.153846153846154,1
1688,Маркетинг худалдааны тэнхим,Худалдааг хөнгөвчлөх бодлого,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.666666666666667,0
1689,Маркетинг худалдааны тэнхим,Худалдааны гэрээ хэлцэл,3.5,3.0,5.0,3.5,0.5,0.0,0.5,0.0,0.5,16.5,4.140625,1
1690,Маркетинг худалдааны тэнхим,Худалдааны олон талт зохицуулалт,1.2,2.0,2.0,2.4,0.0,0.4,1.2,0.0,0.4,9.6,3.826086956521739,1
1691,Маркетинг худалдааны тэнхим,Хэрэглэгчийн зах зээлийн удирдлага,4.333333333333333,4.0,2.6666666666666665,3.0,1.0,0.6666666666666666,0.0,0.6666666666666666,0.0,16.333333333333332,4.051020408163266,1
1692,Маркетинг худалдааны тэнхим,"Экспорт, импортын удирдлага",1.25,4.25,1.5,1.5,1.25,0.0,0.5,0.5,0.0,10.75,3.895348837209302,1
1693,Математикийн тэнхим,Алгебр I ,2.5,2.0,2.6666666666666665,3.5,2.5,4.666666666666667,7.833333333333333,11.666666666666666,9.0,46.333333333333336,2.676339285714286,2
1694,Математикийн тэнхим,Алгебр II,0.75,1.75,1.25,1.0,1.5,1.25,2.0,2.0,0.5,12.0,2.9782608695652173,2
1695,Математикийн тэнхим,Алгебр дидактик,2.25,0.0,0.75,0.75,0.0,1.5,1.0,0.0,0.75,7.0,3.74,1
1696,Математикийн тэнхим,Алгебрлаг геометр,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.666666666666667,0
1697,Математикийн тэнхим,Алгебрлаг геометрийн үндэс,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,5.0,3.1,2
1698,Математикийн тэнхим,Алгебрлаг топологи,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
1699,Математикийн тэнхим,Анализ I ,0.3333333333333333,0.5,1.6666666666666667,2.3333333333333335,3.0,6.166666666666667,10.333333333333334,10.5,8.5,43.333333333333336,2.3779904306220097,2
1700,Математикийн тэнхим,Анализ II ,1.75,1.75,1.75,0.5,2.75,3.25,7.5,4.0,2.25,25.5,2.7096774193548385,2
1701,Математикийн тэнхим,Ахисан түвшиний Анализ III,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,6.0,4.75,0
1702,Математикийн тэнхим,Ахисан түвшиний Геометр III,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,5.166666666666667,0
1703,Математикийн тэнхим,Ахисан түвшний Алгебр III,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,1
1704,Математикийн тэнхим,Ахисан түвшний алгебр I,1.875,0.75,0.5,0.0,0.125,0.125,0.0,0.125,0.125,3.625,4.482142857142857,0
1705,Математикийн тэнхим,Ахисан түвшний алгебр II,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1706,Математикийн тэнхим,Ахисан түвшний алгебр III,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1707,Математикийн тэнхим,Ахисан түвшний анализ I,1.0,0.5,0.125,0.75,0.0,0.125,0.375,0.25,0.125,3.25,3.78,1
1708,Математикийн тэнхим,Ахисан түвшний анализ II,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0
1709,Математикийн тэнхим,Ахисан түвшний анализ III,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1710,Математикийн тэнхим,Ахисан түвшний геометр I,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.6666666666666665,4.8500000000000005,0
1711,Математикийн тэнхим,Ахисан түвшний геометр II,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1712,Математикийн тэнхим,Ахисан түвшний геометр III,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.833333333333333,0
1713,Математикийн тэнхим,Ахисан түвшний математик дидактик,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1714,Математикийн тэнхим,Банах алгебр ба операторын онол,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,3.2,2
1715,Математикийн тэнхим,Бодит анализын үндэс,0.3,1.1,4.8,3.3,4.1,3.4,8.3,4.7,1.4,31.4,2.69,2
1716,Математикийн тэнхим,Гадаргуугийн геометр,0.0,1.0,0.0,0.75,0.25,0.0,0.25,0.0,0.0,2.25,3.7222222222222223,1
1717,Математикийн тэнхим,Галуагийн онол,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.416666666666667,0
1718,Математикийн тэнхим,Гармоник анализ,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.583333333333333,0
1719,Математикийн тэнхим,Геометр дидактик,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1720,Математикийн тэнхим,Динамик систем ба загварчлал,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.875,0
1721,Математикийн тэнхим,Динамик системийн үндэс,2.25,0.75,1.5,3.25,1.0,0.75,0.5,0.0,0.25,10.25,3.8125,1
1722,Математикийн тэнхим,Дифференциал геометр,0.75,1.75,1.0,1.0,2.0,0.25,2.0,1.75,0.75,11.25,3.0714285714285716,2
1723,Математикийн тэнхим,Дифференциал тэгшитгэл ба динамик систем,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,3.1666666666666665,2
1724,Математикийн тэнхим,Дифференциаль тэгшитгэл ба математик загварчлал,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.166666666666667,1
1725,Математикийн тэнхим,Евклидийн ба евклидийн биш геометр,1.0,0.0,0.3333333333333333,1.8333333333333333,5.666666666666667,3.3333333333333335,12.166666666666666,4.166666666666667,3.8333333333333335,32.333333333333336,2.4707602339181287,2
1726,Математикийн тэнхим,Ердийн дифференциал тэгшитгэл,2.8333333333333335,1.8333333333333333,3.0,4.0,3.0,2.6666666666666665,15.0,18.833333333333332,15.333333333333334,66.5,2.5065146579804556,2
1727,Математикийн тэнхим,Комбинаторик,1.6666666666666667,0.4444444444444444,0.7777777777777778,2.2222222222222223,2.5555555555555554,2.3333333333333335,4.444444444444445,6.777777777777778,2.3333333333333335,23.555555555555557,2.484293193717278,2
1728,Математикийн тэнхим,Коммутатив алгебр,0.5,0.5,1.0,0.0,0.5,1.0,3.0,0.0,0.5,7.0,2.9615384615384617,2
1729,Математикийн тэнхим,Комплекс анализ,0.16666666666666666,0.6666666666666666,1.6666666666666667,0.3333333333333333,2.0,3.0,4.0,1.1666666666666667,1.6666666666666667,14.666666666666666,2.7692307692307687,2
1730,Математикийн тэнхим,Комплекс анализын үндэс,0.75,0.75,1.75,1.75,3.0,3.0,17.25,11.75,4.75,44.75,2.19375,2
1731,Математикийн тэнхим,Логик ба тооцоолол,1.6,0.8,0.2,0.2,0.8,0.4,2.6,7.6,6.0,20.2,2.485915492957746,2
1732,Математикийн тэнхим,Магадлал ба статистик,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
1733,Математикийн тэнхим,"Магадлал, статистикийн дидактик",0.0,2.5,1.75,1.0,0.25,0.25,0.25,0.75,0.5,7.25,3.685185185185185,1
1734,Математикийн тэнхим,Магадлалын онол I,1.1666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.6666666666666666,1.1666666666666667,1.6666666666666667,1.6666666666666667,7.166666666666667,2.9393939393939394,2
1735,Математикийн тэнхим,Магадлалын онол II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,2
1736,Математикийн тэнхим,"Магадлалын онол, математик статистик",0.2857142857142857,0.8571428571428571,1.1428571428571428,0.7142857142857143,0.42857142857142855,2.0,4.0,1.4285714285714286,4.571428571428571,15.428571428571429,3.0065789473684204,2
1737,Математикийн тэнхим,Математик 1а (Ерөнхий суурь),16.0,17.4,13.9,17.1,13.8,15.4,29.8,79.5,50.3,253.2,2.6764415968457365,2
1738,Математикийн тэнхим,Математик 1в (Ерөнхий суурь),2.5,1.4,1.8,1.6,2.2,3.4,5.0,22.8,11.6,52.3,2.238329238329238,2
1739,Математикийн тэнхим,Математик II (БУС-ын мэргэжлийн суурь),7.5,6.5,5.7,4.4,6.9,6.9,18.6,24.6,10.1,91.2,2.648581997533909,2
1740,Математикийн тэнхим,Математик III (БУС-ын мэргэжлийн суурь),2.2,2.0,2.6,3.0,2.4,1.9,5.8,8.8,6.5,35.2,2.778745644599302,2
1741,Математикийн тэнхим,Математик статистикийн онол ,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.8333333333333335,1
1742,Математикийн тэнхим,"Математик сургалтын онол, арга зүй",0.42857142857142855,0.5714285714285714,1.4285714285714286,1.5714285714285714,2.4285714285714284,1.4285714285714286,2.4285714285714284,0.8571428571428571,0.2857142857142857,11.428571428571429,2.942307692307692,2
1743,Математикийн тэнхим,Математик сургалтын үнэлгээ,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2.0,4.25,0
1744,Математикийн тэнхим,Математик сэтгэхүйн барилууд,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
1745,Математикийн тэнхим,Математикийн бодлого бодох арга зүй,1.0,1.0,2.0,3.25,2.75,0.75,6.0,2.25,0.25,19.25,2.8157894736842106,2
1746,Математикийн тэнхим,Математикийн боловсролын семинар,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1747,Математикийн тэнхим,Математикийн семинар,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
1748,Математикийн тэнхим,"Математикийн стандарт, хөтөлбөр судлал",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,3.625,1
1749,Математикийн тэнхим,"Математикийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)",0.0,0.75,0.75,1.25,0.75,2.5,3.25,0.75,0.25,10.25,2.675,2
1750,Математикийн тэнхим,Математикийн хичээлийн үнэлгээ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.5,1
1751,Математикийн тэнхим,Математикийн хэрэглээний програмууд,0.75,0.75,1.5,0.5,0.5,0.25,0.25,1.75,0.0,6.25,3.08,2
1752,Математикийн тэнхим,Матрицын онол,0.0,0.2,2.2,0.6,0.2,0.8,0.2,1.2,0.0,5.4,2.9629629629629624,2
1753,Математикийн тэнхим,"Мэдээлэл харилцааны технологит суурилан цахим хэрэглэгдэхүүн бэлтгэх, ашиглах",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0
1754,Математикийн тэнхим,Мэргэжлийн Курс 11,1.8,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,4.875,0
1755,Математикийн тэнхим,Мэргэжлийн Курс 12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1756,Математикийн тэнхим,Мэргэжлийн Курс 13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0
1757,Математикийн тэнхим,Мэргэжлийн Курс 14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1758,Математикийн тэнхим,Мэргэжлийн курс 11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2
1759,Математикийн тэнхим,Мэргэжлийн курс 12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1
1760,Математикийн тэнхим,Мэргэжлийн курс 2,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
1761,Математикийн тэнхим,Мэргэжлийн курс 3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1762,Математикийн тэнхим,Мэргэжлийн курс I,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0
1763,Математикийн тэнхим,Статистикийн бодлого бодох арга зүй,0.3333333333333333,2.1666666666666665,1.5,3.0,2.3333333333333335,4.0,6.333333333333333,0.6666666666666666,2.8333333333333335,23.166666666666668,3.004098360655737,2
1764,Математикийн тэнхим,Статистикийн нэмэлт бүлгүүд,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
1765,Математикийн тэнхим,Тоон анализын үндэс,0.75,1.25,1.25,0.5,1.75,0.5,2.0,4.0,0.75,12.75,2.6145833333333335,2
1766,Математикийн тэнхим,Тоон аргуудын онол ,0.16666666666666666,1.3333333333333333,0.3333333333333333,0.5,1.5,0.3333333333333333,0.3333333333333333,0.5,0.0,5.0,3.2833333333333337,2
1767,Математикийн тэнхим,Тооны онол,2.5,0.25,0.5,0.5,0.0,0.0,0.25,0.25,0.0,4.25,4.264705882352941,0
1768,Математикийн тэнхим,Топологи,0.75,1.0,1.5,0.5,2.5,1.0,2.0,1.75,0.75,11.75,2.9545454545454546,2
1769,Математикийн тэнхим,Тухайн уламжлалт тэгшитгэлийн үндэс,1.0,1.0,1.25,0.5,1.75,1.5,1.75,1.25,0.0,10.0,3.0,2
1770,Математикийн тэнхим,Урвуу ба коррект бус бодлогууд,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,0
1771,Математикийн тэнхим,Функционал анализ,0.3333333333333333,0.5,0.6666666666666666,0.5,1.1666666666666667,2.5,3.5,0.8333333333333334,0.5,10.5,2.641666666666666,2
1772,Математикийн тэнхим,Функцэн огторгуй дахь операторын онол,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.625,0
